INS_IDINSTRUMENTO	TEM_IDTEMA	IXP_ORDEN	PRE_TIPOPREGUNTA	PRE_IDPREGUNTA	PRE_PREGUNTA	RES_IDRESPUESTA	RES_RESPUESTA	RES_ACTIVA	ESCRIBIBLE
1	2	45	IN	17	¿...Es víctima del conflicto armado?	27	Si	SI	SI
1	2	45	IN	17	¿...Es víctima del conflicto armado?	28	No	SI	SI
1	2	46	IN	18	… solicitó ser incluido en el RUPD/RUV por alguna de las siguientes formas:	29	El hecho lo declaró usted	SI	SI
1	2	46	IN	18	… solicitó ser incluido en el RUPD/RUV por alguna de las siguientes formas:	30	El hecho fue declarado por otra persona de su hogar	SI	SI
1	2	46	IN	18	… solicitó ser incluido en el RUPD/RUV por alguna de las siguientes formas:	31	El hecho fue declarado por una persona de otro hogar	SI	SI
1	2	46	IN	18	… solicitó ser incluido en el RUPD/RUV por alguna de las siguientes formas:	32	No declaró	SI	SI
1	2	46	IN	18	… solicitó ser incluido en el RUPD/RUV por alguna de las siguientes formas:	1055	El hecho fue declarado por un líder o una autoridad del territorio	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	33	Amenaza o miedo	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	34	Falta de confianza en el gobierno	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	35	No confía en los funcionarios que reciben la información	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	36	Por falta de información	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	37	No ha querido	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	38	Otra, ¿cuál?	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	2361	Acceso	SI	SI
1	2	47	IN	19	¿Cuáles son las razones para no haber declarado?	2362	Traslado	SI	SI
1	2	48	GE	250	Observaciones a este capitulo	941		SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	118	Casa	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	119	Apartamento	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	120	Cuarto(s) en inquilinato u otro tipo de estructura	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	121	Albergue	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	122	Vivienda indígena	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	1064	Otra vivienda ( carpa, vagón,  cueva, refugio natural,albergue, embarcación, campamento, asentamiento fluvial, rancho, etc) ¿Cuál?	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	2653	Vivienda Étnica - Maloka, bohio, deadaré	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	2654	Vivienda Étnica - Vivienda Tradicional familiar	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	2655	Vivienda Étnica tradicional familiar Palafito/palafitico	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	2656	Vivienda Étnica - Carpa	SI	SI
1	3	1	GE	36	¿En qué tipo de vivienda habita el hogar?	3757	Casa Comunitaria	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	161	Propia	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	164	Usufructo	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	165	Otra ¿Cuál?	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	2363	En arriendo o subarriendo	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	2657	Comunitaria en territorio colectivo	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	2658	Familiar en territorio colectivo	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	2659	Posesión sin título (ocupante de hecho) o propiedad colectiva	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	2660	Posada (Acoger a una persona familiar o no familiar sin pagar arriendo)	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	2707	Comunitario en propiedad privada	SI	SI
1	3	2	GE	45	La vivienda ocupada por este hogar es:	3758	Comunitaria fuera del territorio colectivo	SI	SI
1	3	3	GE	47	¿Qué tipo de documento soporte tiene?	168	Escritura, resolución o sentencia registrada	SI	SI
1	3	3	GE	47	¿Qué tipo de documento soporte tiene?	169	Escritura, resolución o sentencia sin registrar	SI	SI
1	3	3	GE	47	¿Qué tipo de documento soporte tiene?	170	Certificado de sana posesión	SI	SI
1	3	3	GE	47	¿Qué tipo de documento soporte tiene?	171	Contrato de compra venta	SI	SI
1	3	3	GE	47	¿Qué tipo de documento soporte tiene?	172	Ninguno	SI	SI
1	3	3	GE	47	¿Qué tipo de documento soporte tiene?	2661	Acta de adjudicación / contrato de usufructo	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	123	Ladrillo, Bloque, material prefabricado, piedra	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	124	Madera pulida	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	125	Adobe o tapia pisada	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	126	Bahareque y/o muro tendinoso	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	127	Madera burda, tabla, tablón	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	128	Guadua	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	129	Caña, esterilla, chonta, bejucos, otro tipo de material vegetal	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	130	Zinc, tela, cartón, latas, desechos, plástico	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	131	Sin paredes	SI	SI
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	1065	Tierra, barro	SI	NO
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	1066	Palma, hojas de platanillo	SI	NO
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	1067	Boñiga de vaca y otros materiales de desecho orgánico	SI	NO
1	3	4	GE	37	¿Cuál es el material predominante de las paredes exteriores de la vivienda?	1323	Caña, esterilla, otro tipo de material vegetal	SI	NO
1	3	5	GE	38	¿Cuál es el material predominante de los pisos de la vivienda?	132	Tierra, arena	SI	SI
1	3	5	GE	38	¿Cuál es el material predominante de los pisos de la vivienda?	133	Cemento, gravilla	SI	SI
1	3	5	GE	38	¿Cuál es el material predominante de los pisos de la vivienda?	134	Madera burda, tabla, tablón, otro vegetal	SI	SI
1	3	5	GE	38	¿Cuál es el material predominante de los pisos de la vivienda?	135	baldosín, ladrillo, vinisol, otros materiales sintéticos	SI	SI
1	3	5	GE	38	¿Cuál es el material predominante de los pisos de la vivienda?	136	Mármol	SI	SI
1	3	5	GE	38	¿Cuál es el material predominante de los pisos de la vivienda?	137	Madera pulida	SI	SI
1	3	5	GE	38	¿Cuál es el material predominante de los pisos de la vivienda?	138	Alfombra o tapete de pared a pared	SI	SI
1	3	6	GE	275	¿De acuerdo con sus usos y costumbres considera que la vivienda es adecuada para su hogar?	979	Si	SI	SI
1	3	6	GE	275	¿De acuerdo con sus usos y costumbres considera que la vivienda es adecuada para su hogar?	980	No	SI	SI
1	3	7	GE	318	¿El hogar cuenta con el servicio de energía eléctrica?	1133	Si, ¿Estrato?	SI	SI
1	3	7	GE	318	¿El hogar cuenta con el servicio de energía eléctrica?	1134	No	SI	SI
1	3	8	GE	319	¿El hogar cuenta con el servicio de alcantarillado?	1135	Si	SI	SI
1	3	8	GE	319	¿El hogar cuenta con el servicio de alcantarillado?	1136	No	SI	SI
1	3	9	GE	320	¿El hogar cuenta con el servicio de acueducto?	1137	Si	SI	SI
1	3	9	GE	320	¿El hogar cuenta con el servicio de acueducto?	1138	No	SI	SI
1	3	10	GE	796	¿EL HOGAR CUENTA CON EL SERVICIO DE Gas Natural conectado a red pública?	2364	Sí	SI	SI
1	3	10	GE	796	¿EL HOGAR CUENTA CON EL SERVICIO DE Gas Natural conectado a red pública?	2365	No	SI	SI
1	3	11	GE	797	¿EL HOGAR CUENTA CON EL SERVICIO DE Recolección de basuras?	2366	Sí	SI	SI
1	3	11	GE	797	¿EL HOGAR CUENTA CON EL SERVICIO DE Recolección de basuras?	2367	No	SI	SI
1	3	12	GE	871	¿Su hogar tiene acceso a servicios públicos a través de vecinos ?	2639	Sí	SI	SI
1	3	12	GE	871	¿Su hogar tiene acceso a servicios públicos a través de vecinos ?	2640	No	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1093	Pozo artesanal	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1094	Red Comunitaria	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1095	Naciente	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1096	Agua embotellada	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1097	Agua de carro tanques	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1098	Pozo con brocal y tapa	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1099	Pozo sin brocal y/o tapa	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1100	Rio, represa, lago, estanque, y otras fuentes	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1101	Agua lluvia	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	1102	Otro	SI	NO
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2368	Acueducto por tubería	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2369	De otra fuente por tubería (Redes comunitarias)	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2370	De pozo con bomba	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2371	De pozo sin bomba, aljibe, jagüei o barreno	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2372	Río, quebrada, yacimiento o manantial	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2373	De pila pública	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2374	Carrotanque	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2375	Aguatero	SI	SI
1	3	13	GE	300	¿De donde proviene principalmente el agua que utilizan para beber?	2376	Agua embotellada o en bolsa	SI	SI
1	3	14	GE	49	¿Cómo eliminan principalmente las basuras en este hogar?	176	Por recolección pública o privada	SI	SI
1	3	14	GE	49	¿Cómo eliminan principalmente las basuras en este hogar?	178	La reciclan (producir energía, alimentar animales, abono)	SI	SI
1	3	14	GE	49	¿Cómo eliminan principalmente las basuras en este hogar?	179	Las queman o entierran	SI	SI
1	3	14	GE	49	¿Cómo eliminan principalmente las basuras en este hogar?	182	La tiran a un río, mar, quebrada, caño o laguna	SI	SI
1	3	14	GE	49	¿Cómo eliminan principalmente las basuras en este hogar?	2793	La tiran a un patio, lote, zanja o baldío	SI	SI
1	3	14	GE	49	¿Cómo eliminan principalmente las basuras en este hogar?	2794	La eliminan de otra forma	SI	SI
1	3	14	GE	49	¿Cómo eliminan principalmente las basuras en este hogar?	3752	Disposición a campo abierto	SI	SI
1	3	15	GE	50	¿Cuál es el principal servicio sanitario con el que cuenta el hogar?	184	Inodoro conectado a alcantarillado	SI	SI
1	3	15	GE	50	¿Cuál es el principal servicio sanitario con el que cuenta el hogar?	185	Inodoro conectado a pozo séptico	SI	SI
1	3	15	GE	50	¿Cuál es el principal servicio sanitario con el que cuenta el hogar?	186	Inodoro sin conexión	SI	SI
1	3	15	GE	50	¿Cuál es el principal servicio sanitario con el que cuenta el hogar?	187	Letrina sin conexión	SI	SI
1	3	15	GE	50	¿Cuál es el principal servicio sanitario con el que cuenta el hogar?	188	Letrina con salida a un afluente o bajamar	SI	SI
1	3	15	GE	50	¿Cuál es el principal servicio sanitario con el que cuenta el hogar?	189	No tiene servicio sanitarios	SI	SI
1	3	15	GE	50	¿Cuál es el principal servicio sanitario con el que cuenta el hogar?	3759	Usa el servicio sanitario a través de los vecinos	SI	SI
1	3	16	GE	42	Incluyendo sala-comedor, ¿de cuántos cuartos en total dispone este hogar? <i><font color="#006600"><br>(Excluya cocinas, baños, garajes y cuartos destinados a negocio)</font></i>	158		SI	SI
1	3	17	GE	43	¿En cuántos de esos cuartos que usted mencionó duermen las personas de este hogar?	159		SI	SI
1	3	18	GE	46	¿Cuánto cobraría usted por el arriendo del lugar que ocupa su hogar?<i><font color="#006600"> pesos colombianos</font></i>	167		SI	SI
1	3	19	GE	40	¿La vivienda donde habita se encuentra ubicada en zona de alto riesgo de desastre natural declarada por alguna autoridad?	146	Si ¿Cuál?	SI	SI
1	3	19	GE	40	¿La vivienda donde habita se encuentra ubicada en zona de alto riesgo de desastre natural declarada por alguna autoridad?	147	No	SI	SI
1	3	19	GE	40	¿La vivienda donde habita se encuentra ubicada en zona de alto riesgo de desastre natural declarada por alguna autoridad?	148	No sabe, No responde	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	149	Inundaciones, desbordamientos, crecientes, arroyos	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	150	Avalanchas	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	151	Vendabal	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	152	Derrumbes o deslizamientos de tierra	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	153	Basura o contaminantes	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	154	Zona de riesgo por electricidad o gas	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	155	Otra, ¿cuál?	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	156	Ninguna	SI	SI
1	3	20	GE	41	En los últimos dos años, ¿esta zona se ha visto afectada por:?	157	No sabe, No responde	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2641	Minería Ilegal	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2642	Exploración y explotación minero-energética (petróleo, gas etc)	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2643	Presencia de campamentos de actores armados ilegales o bases militares	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2644	Combates o bombardeos	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2645	Restricciones a la movilidad – Confinamiento	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2646	Presencia de MAP, MUSE, etc	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2647	Megaproyectos de infraestructura y/o turísticos (represas, hotelería etc)	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2648	Ganadería extensiva	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2649	Presencia de cultivos de uso ilícito	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2650	Aspersiones y/o fumigaciones aéreas para erradicación de cultivos de uso  ilícito	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2651	Rutas de tránsito de estupefacientes y/o armas	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2652	Actividades de explotación maderera	SI	SI
1	3	21	GE	872	En los últimos dos años, ¿… esta zona se ha visto afectada por factores como:	2791	Ninguna	SI	SI
1	3	22	GE	252	Observaciones a este capitulo	943		SI	SI
1	5	3	GE	371	Regularmente, ¿cuántas personas duermen en esos cuartos?	1290		SI	SI
1	5	4	GE	44	Regularmente, ¿cuántas personas duermen en esos cuartos (espacios) ?	160		SI	SI
1	5	9	GE	299	¿Qué tipo de luz se usa en la casa?	1086	Lámpara (querosene, alcohol, gasolina)	SI	SI
1	5	9	GE	299	¿Qué tipo de luz se usa en la casa?	1087	Vela, candil	SI	SI
1	5	9	GE	299	¿Qué tipo de luz se usa en la casa?	1088	Fogata, fogón	SI	SI
1	5	9	GE	299	¿Qué tipo de luz se usa en la casa?	1089	Bateria	SI	SI
1	5	9	GE	299	¿Qué tipo de luz se usa en la casa?	1090	Panel solar	SI	SI
1	5	9	GE	299	¿Qué tipo de luz se usa en la casa?	1091	Otro	SI	SI
1	5	9	GE	299	¿Qué tipo de luz se usa en la casa?	1092	No tiene luz	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1103	Pozo artesanal	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1104	Red comunitaria	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1105	Naciente	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1106	Agua embotellada	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1107	Agua de carro tanques	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1108	Pozo con brocal y tapa	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1109	Pozo sin brocal y/o tapa	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1110	Rio, represa, lago, estanque y otras fuentes	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1111	Agua lluvia	SI	SI
1	5	13	GE	301	¿De dónde proviene el agua que utilizan para el uso doméstico?	1112	Otro	SI	SI
1	5	14	GE	302	¿De qué forma llega el agua a la casa?	1113	Cañería dentro de la vivienda	SI	SI
1	5	14	GE	302	¿De qué forma llega el agua a la casa?	1114	Cañería fuera de la vivienda pero dentro del terreno	SI	SI
1	5	14	GE	302	¿De qué forma llega el agua a la casa?	1115	Cañería hasta la cocina y/o baño	SI	SI
1	5	14	GE	302	¿De qué forma llega el agua a la casa?	1116	Por carro tanque	SI	SI
1	5	14	GE	302	¿De qué forma llega el agua a la casa?	1117	Canilla o llave pública	SI	SI
1	5	14	GE	302	¿De qué forma llega el agua a la casa?	1118	Otra forma	SI	SI
1	5	17	GE	51	Este mes los servicios públicos:	190	Los paga el hogar	SI	SI
1	5	17	GE	51	Este mes los servicios públicos:	191	No los paga el hogar	SI	SI
1	5	17	GE	51	Este mes los servicios públicos:	192	Los paga parcialmente ¿Cuànto aporta?	SI	SI
1	5	17	GE	51	Este mes los servicios públicos:	900	No se pagan	SI	NO
1	5	17	GE	51	Este mes los servicios públicos:	917	Están incluidos en el arriendo	SI	SI
1	5	18	GE	52	¿En cuánto estima el valor mensual a pagar por servicios públicos para las personas miembros del hogar?	193		SI	SI
1	5	19	GE	303	Para cocinar usa principalmente:	1119	Leña	SI	SI
1	5	19	GE	303	Para cocinar usa principalmente:	1120	Gas	SI	SI
1	5	19	GE	303	Para cocinar usa principalmente:	1121	Carbón	SI	SI
1	5	19	GE	303	Para cocinar usa principalmente:	1122	Electricidad	SI	SI
1	5	19	GE	303	Para cocinar usa principalmente:	1123	Alcohol	SI	SI
1	5	19	GE	303	Para cocinar usa principalmente:	1124	Otro	SI	SI
1	5	19	GE	303	Para cocinar usa principalmente:	1125	Ninguno	SI	SI
1	5	20	GE	304	¿Dónde consigue la provisión de alimentos?	1126	Supermecado, almacén	SI	SI
1	5	20	GE	304	¿Dónde consigue la provisión de alimentos?	1127	Almacén de la comunidad	SI	SI
1	5	20	GE	304	¿Dónde consigue la provisión de alimentos?	1128	Del Estado, ONG, Fundación, Persona Natural	SI	SI
1	5	20	GE	304	¿Dónde consigue la provisión de alimentos?	1129	Encuentros Regionales de Economías Propias	SI	SI
1	5	20	GE	304	¿Dónde consigue la provisión de alimentos?	1130	Cooperativa	SI	SI
1	5	20	GE	304	¿Dónde consigue la provisión de alimentos?	1131	De la naturaleza	SI	SI
1	5	20	GE	304	¿Dónde consigue la provisión de alimentos?	1132	Otro	SI	SI
